"ASSET_ID","TYPE","BEATS","PROMPT","SOURCE_FILES","NUMBERS_TO_RENDER","EDITOR_NOTES"
"LP-REC-015","RECONSTRUCTION","LP-B020","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: miners reacting to escalating water emergency in industrial passage. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-016","RECONSTRUCTION","LP-B021-B022","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: workers on separate mine levels receiving evacuation warning. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-017","RECONSTRUCTION","LP-B023","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: miners moving quickly through long salt-mine corridor. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-018","RECONSTRUCTION","LP-B023","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: wide junction with workers choosing marked exit route. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-019","RECONSTRUCTION","LP-B024","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: supervisor checking crew/accountability underground. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-020","RECONSTRUCTION","LP-B024","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: search pair moving through mine passage for remaining workers. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-021","RECONSTRUCTION","LP-B025","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: workers crossing changing wet mine environment during evacuation. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-022","RECONSTRUCTION","LP-B026","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: close human-scale evacuation under uncertainty, no panic spectacle. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-023","RECONSTRUCTION","LP-B027","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: final group approaching shaft/exit area. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-024","RECONSTRUCTION","LP-B028","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: emptying mine passage after evacuation, water advancing. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-025","RECONSTRUCTION","LP-B029","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: workers safely gathered at surface industrial area after exit. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-026","RECONSTRUCTION","LP-B030","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: seven-man drilling crew abandoning platform safely. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S11","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-027","RECONSTRUCTION","LP-B030","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: empty drilling platform moments before disappearance. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S11","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-028","RECONSTRUCTION","LP-B031","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: lake surface visibly pulling toward developing failure zone. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;EE-126","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-029","RECONSTRUCTION","LP-B032","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: boats and floating industrial material drifting toward collapse zone. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;EE-125","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-030","RECONSTRUCTION","LP-B033","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: shoreline edge failing into moving water. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;EE-126","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-031","RECONSTRUCTION","LP-B035","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: ground and shoreline collapsing as basin geometry changes. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;EE-127","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-032","RECONSTRUCTION","LP-B036","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: wide Jefferson Island shoreline reshaped by subsidence. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;EE-131","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-033","RECONSTRUCTION","LP-B037-B038","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: cinematic close detail of fresh water carving channels in salt. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S04","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-034","RECONSTRUCTION","LP-B043","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: dark industrial mine void receiving increasing water, geometry deliberately non-specific. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-035","RECONSTRUCTION","LP-B044","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: large salt-mine chamber under flooding stress, no exact breach claim. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-036","RECONSTRUCTION","LP-B047","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: water accelerating through enlarging salt pathway, conceptual reconstruction. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S04","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-037","RECONSTRUCTION","LP-B052","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: Delcambre Canal water rushing inland toward lowered lake, no exact waterfall geometry. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S10;EE-128","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-038","RECONSTRUCTION","LP-B053","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: low coastal canal perspective emphasizing reversed current. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S10;EE-129","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-039","RECONSTRUCTION","LP-B056","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: post-event industrial shoreline aftermath with absent drilling platform. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;EE-124","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-040","RECONSTRUCTION","LP-B059","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: drilling workers safely away from platform looking back across lake. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-041","RECONSTRUCTION","LP-B060","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: quiet aftermath landscape emphasizing survival rather than spectacle. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;EE-135","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-042","RECONSTRUCTION","LP-B063","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: inaccessible flooded mine entrance/shaft aftermath, evidence lost. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;EE-136","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-043","RECONSTRUCTION","LP-B064-B068","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: forensic reconstruction workspace with mine plan and estimated drill path, no fake text. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S19","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-044","RECONSTRUCTION","LP-B073-B076","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: closed salt-mine industrial exterior after disaster, no identifiable workers. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S15;EE-138","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-045","RECONSTRUCTION","LP-B081-B087","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: final reflective pre-event lake surface over implied hidden industrial depth. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;EE-123","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
